Rank,Release Group,Worldwide,Domestic ($),Domestic %,Foriegn ($),Foriegn %
46,Glory,"$26,828,365","$26,828,365",100%,-,-
47,"Sex, Lies, and Videotape","$24,741,667","$24,741,667",100%,-,-
48,A Nightmare on Elm Street 5: The Dream Child,"$22,168,359","$22,168,359",100%,-,-
49,Lock Up,"$22,099,847","$22,099,847",100%,-,-
50,Cousins,"$22,026,369","$22,026,369",100%,-,-
51,Say Anything...,"$21,515,196","$20,781,385",96.6%,"$733,811",3.4%
52,The Rescuers 1989 Re-release,"$21,215,869","$21,215,869",100%,-,-
53,An Innocent Man,"$20,047,604","$20,047,604",100%,-,-
54,Skin Deep,"$19,674,852","$19,674,852",100%,-,-
55,Blaze,"$19,131,246","$19,131,246",100%,-,-
56,Her Alibi,"$18,699,037","$18,699,037",100%,-,-
57,Casualties of War,"$18,671,317","$18,671,317",100%,-,-
58,Prancer,"$18,587,135","$18,587,135",100%,-,-
59,The Fabulous Baker Boys,"$18,428,904","$18,428,904",100%,-,-
60,Crimes and Misdemeanors,"$18,254,702","$18,254,702",100%,-,-
61,Shocker,"$16,554,699","$16,554,699",100%,-,-
62,Chances Are,"$16,278,590","$16,278,590",100%,-,-
63,No Holds Barred,"$16,093,651","$16,093,651",100%,-,-
64,Next of Kin,"$15,942,628","$15,942,628",100%,-,-
65,Leviathan,"$15,704,614","$15,704,614",100%,-,-
66,She-Devil,"$15,351,421","$15,351,421",100%,-,-
67,My Left Foot,"$14,743,391","$14,743,391",100%,-,-
68,Kickboxer,"$14,697,005","$14,697,005",100%,-,-
69,Friday the 13th Part VIII: Jason Takes Manhattan,"$14,343,976","$14,343,976",100%,-,-
70,The Wizard,"$14,278,900","$14,278,900",100%,-,-
71,Great Balls of Fire!,"$13,741,060","$13,741,060",100%,-,-
72,Family Business,"$12,195,695","$12,195,695",100%,-,-
73,Pink Cadillac,"$12,143,484","$12,143,484",100%,-,-
74,She's Out of Control,"$12,065,892","$12,065,892",100%,-,-
75,Halloween 5: The Revenge of Michael Myers,"$11,642,254","$11,642,254",100%,-,-
76,Gross Anatomy,"$11,604,598","$11,604,598",100%,-,-
77,Police Academy 6: City Under Siege,"$11,567,217","$11,567,217",100%,-,-
78,Young Einstein,"$11,536,599","$11,536,599",100%,-,-
79,Who's Harry Crumb?,"$10,982,364","$10,982,364",100%,-,-
80,New York Stories,"$10,763,469","$10,763,469",100%,-,-
81,The Package,"$10,647,219","$10,647,219",100%,-,-
82,We're No Angels,"$10,555,348","$10,555,348",100%,-,-
83,Cyborg,"$10,166,459","$10,166,459",100%,-,-
84,Henry V,"$10,161,099","$10,161,099",100%,-,-
85,Criminal Law,"$9,974,446","$9,974,446",100%,-,-
86,Tap,"$9,114,702","$9,114,702",100%,-,-
87,Renegades,"$9,015,164","$9,015,164",100%,-,-
88,Scandal,"$8,800,000","$8,800,000",100%,-,-
89,True Believer,"$8,742,750","$8,742,750",100%,-,-
90,Troop Beverly Hills,"$8,508,843","$8,508,843",100%,-,-
91,Cheetah,"$8,153,677","$8,153,677",100%,-,-
92,DeepStar Six,"$8,143,225","$8,143,225",100%,-,-
93,Dead Bang,"$8,125,592","$8,125,592",100%,-,-
94,The Adventures of Baron Munchausen,"$8,083,123","$8,083,123",100%,-,-
95,Dead Calm,"$7,825,009","$7,825,009",100%,-,-
96,"Enemies, A Love Story","$7,754,571","$7,754,571",100%,-,-
97,Disorganized Crime,"$7,723,506","$7,723,506",100%,-,-
98,Roger & Me,"$7,706,368","$6,706,368",87%,"$1,000,000",13%
99,Johnny Handsome,"$7,237,794","$7,237,794",100%,-,-
100,Lawrence of Arabia 1989 Re-release,"$6,986,278","$6,986,278",100%,-,-
101,Relentless,"$6,985,999","$6,985,999",100%,-,-
102,Shag,"$6,957,975","$6,957,975",100%,-,-
103,Music Box,"$6,263,883","$6,263,883",100%,-,-
104,UHF,"$6,157,157","$6,157,157",100%,-,-
105,Shirley Valentine,"$6,056,912","$6,056,912",100%,-,-
106,Immediate Family,"$5,932,613","$5,932,613",100%,-,-
107,Millennium,"$5,777,099","$5,777,099",100%,-,-
108,Dream a Little Dream,"$5,552,441","$5,552,441",100%,-,-
109,Second Sight,"$5,368,865","$5,368,865",100%,-,-
110,Let It Ride,"$4,973,285","$4,973,285",100%,-,-
111,See You in the Morning,"$4,795,009","$4,795,009",100%,-,-
112,Drugstore Cowboy,"$4,729,352","$4,729,352",100%,-,-
113,The January Man,"$4,611,062","$4,611,062",100%,-,-
114,The Mighty Quinn,"$4,557,214","$4,557,214",100%,-,-
115,Staying Together,"$4,348,025","$4,348,025",100%,-,-
116,Listen to Me,"$4,299,023","$4,299,023",100%,-,-
117,Red Scorpion,"$4,192,440","$4,192,440",100%,-,-
118,Loverboy,"$3,960,327","$3,960,327",100%,-,-
119,The Phantom of the Opera,"$3,953,745","$3,953,745",100%,-,-
120,Earth Girls Are Easy,"$3,916,303","$3,916,303",100%,-,-
121,A Dry White Season,"$3,766,879","$3,766,879",100%,-,-
122,Worth Winning,"$3,690,328","$3,690,328",100%,-,-
123,Old Gringo,"$3,574,256","$3,574,256",100%,-,-
124,Fat Man and Little Boy,"$3,563,162","$3,563,162",100%,-,-
125,Physical Evidence,"$3,560,932","$3,560,932",100%,-,-
126,In Country,"$3,531,971","$3,531,971",100%,-,-
127,Kinjite: Forbidden Subjects,"$3,416,846","$3,416,846",100%,-,-
128,Camille Claudel,"$3,331,297","$3,331,297",100%,-,-
129,Rude Awakening,"$3,169,719","$3,169,719",100%,-,-
130,Speed Zone,"$3,077,361","$3,077,361",100%,-,-
131,Fright Night Part 2,"$2,983,784","$2,983,784",100%,-,-
132,976-EVIL,"$2,955,917","$2,955,917",100%,-,-
133,The Adventures of Milo and Otis,"$2,948,215","$2,948,215",100%,-,-
134,Gleaming the Cube,"$2,777,280","$2,777,280",100%,-,-
135,Farewell to the King,"$2,420,917","$2,420,917",100%,-,-
136,Gone with the Wind 1989 Re-release,"$2,403,316","$2,403,316",100%,-,-
137,Chocolat,"$2,317,091","$2,317,091",100%,-,-
138,Sing,"$2,260,616","$2,260,616",100%,-,-
139,Scenes from the Class Struggle in Beverly Hills,"$2,156,471","$2,156,471",100%,-,-
140,Jacknife,"$2,049,769","$2,049,769",100%,-,-
141,Rooftops,"$2,043,889","$2,043,889",100%,-,-
142,Winter People,"$2,023,282","$2,023,282",100%,-,-
143,Erik the Viking,"$1,932,642","$1,932,642",100%,-,-
144,Communion,"$1,919,653","$1,919,653",100%,-,-
145,Breaking In,"$1,877,618","$1,877,618",100%,-,-
146,Cookie,"$1,869,417","$1,869,417",100%,-,-
147,Miss Firecracker,"$1,852,655","$1,852,655",100%,-,-
148,Bloodfist,"$1,770,082","$1,770,082",100%,-,-
149,The Horror Show,"$1,738,897","$1,738,897",100%,-,-
150,Best of the Best,"$1,700,000","$1,700,000",100%,-,-
151,How I Got Into College,"$1,642,239","$1,642,239",100%,-,-
152,Stepfather II,"$1,519,796","$1,519,796",100%,-,-
153,The Simpsons: Family Portrait/Beat Dedication/Propagandance/Scaredy Cat!/Rarg/Knick Knack/Pencil Dance/Quinoscopio 2/Umbabarauma/Goodnight Norma... Goodnight Milton.../Tin Toy/25 Ways to Quit Smoking,"$1,487,606","$1,487,606",100%,-,-
154,True Love,"$1,354,268","$1,354,268",100%,-,-
155,The Navigator: A Medieval Odyssey,"$1,333,379","$1,333,379",100%,-,-
156,Romero,"$1,316,495","$1,316,495",100%,-,-
157,Babar: The Movie,"$1,305,187","$1,305,187",100%,-,-
158,Apartment Zero,"$1,267,578","$1,267,578",100%,-,-
159,Little Vera,"$1,262,598","$1,262,598",100%,-,-
160,Queen of Hearts,"$1,236,844","$1,236,844",100%,-,-
161,High Hopes,"$1,192,322","$1,192,322",100%,-,-
162,Murmur of the Heart,"$1,160,784","$1,160,784",100%,-,-
163,Miracle Mile,"$1,145,404","$1,145,404",100%,-,-
164,Valmont,"$1,132,112","$1,132,112",100%,-,-
165,Heathers,"$1,108,462","$1,108,462",100%,-,-
166,Heart of Dixie,"$1,097,333","$1,097,333",100%,-,-
167,Wired,"$1,089,000","$1,089,000",100%,-,-
168,The Music Teacher,"$1,086,894","$1,086,894",100%,-,-
169,Welcome Home,"$1,029,822","$1,029,822",100%,-,-
170,Pumpkinhead 1989 Re-release,"$1,000,000","$1,000,000",100%,-,-
171,Getting It Right,"$960,385","$960,385",100%,-,-
172,American Ninja 3: Blood Hunt,"$902,152","$902,152",100%,-,-
173,Parents,"$870,532","$870,532",100%,-,-
174,Crack House,"$862,551","$862,551",100%,-,-
175,The Terror Within,"$858,591","$858,591",100%,-,-
176,Little Monsters,"$793,775","$793,775",100%,-,-
177,The Toxic Avenger Part II,"$792,966","$792,966",100%,-,-
178,For All Mankind,"$770,132","$770,132",100%,-,-
179,The Girl in a Swing,"$747,013","$747,013",100%,-,-
180,Vampire's Kiss,"$725,131","$725,131",100%,-,-
181,"Distant Voices, Still Lives","$688,329","$688,329",100%,-,-
182,Wuthering Heights,"$624,643","$624,643",100%,-,-
183,The Wizard of Oz 1989 Re-release,"$612,300","$612,300",100%,-,-
184,Eddie and the Cruisers II: Eddie Lives!,"$536,508","$536,508",100%,-,-
185,"Thelonious Monk: Straight, No Chaser","$518,918","$518,918",100%,-,-
186,Slaves of New York,"$463,972","$463,972",100%,-,-
187,The Rainbow,"$444,055","$444,055",100%,-,-
188,Akira,"$439,162","$439,162",100%,-,-
189,How to Get Ahead in Advertising,"$418,053","$418,053",100%,-,-
190,Triumph of the Spirit,"$408,839","$408,839",100%,-,-
191,The Toxic Avenger Part III: The Last Temptation of Toxie,"$363,561","$363,561",100%,-,-
192,Night Game,"$337,812","$337,812",100%,-,-
193,Crusoe,"$315,421","$315,421",100%,-,-
194,Out Cold,"$294,266","$294,266",100%,-,-
195,Powwow Highway,"$283,747","$283,747",100%,-,-
196,Kill Me Again,"$283,694","$283,694",100%,-,-
197,Heavy Petting,"$272,371","$272,371",100%,-,-
198,Paperhouse,"$241,278","$241,278",100%,-,-
199,Weapons of the Spirit,"$232,981","$232,981",100%,-,-
200,A Chorus of Disapproval,"$216,373","$216,373",100%,-,-
201,The Rachel Papers,"$201,468","$201,468",100%,-,-
202,The Return of Swamp Thing,"$192,816","$192,816",100%,-,-
203,Beverly Hills Brats,"$192,561","$192,561",100%,-,-
204,For Queen & Country,"$191,051","$191,051",100%,-,-
205,The Experts,"$169,203","$169,203",100%,-,-
206,Night Visitor,"$166,635","$166,635",100%,-,-
207,Under the Boardwalk,"$147,542","$147,542",100%,-,-
208,The Big Picture,"$117,463","$117,463",100%,-,-
209,Race for Glory,"$100,326","$100,326",100%,-,-
210,Signs of Life,"$95,836","$95,836",100%,-,-
211,Mind Games,"$85,085","$85,085",100%,-,-
212,Hanussen,"$82,635","$82,635",100%,-,-
213,Me and Him,"$78,814","$78,814",100%,-,-
214,After Midnight,"$76,325","$76,325",100%,-,-
215,"Bert Rigby, You're a Fool","$75,868","$75,868",100%,-,-
216,When the Whales Came,"$73,131","$73,131",100%,-,-
217,Manifesto,"$70,060","$70,060",100%,-,-
218,Under the Sun of Satan,"$68,765","$68,765",100%,-,-
219,Cohen and Tate,"$64,227","$64,227",100%,-,-
220,Survival Quest,"$62,683","$62,683",100%,-,-
221,Rachel River,"$60,698","$60,698",100%,-,-
222,Ten Little Indians,"$59,405","$59,405",100%,-,-
223,"Fear, Anxiety & Depression","$47,148","$47,148",100%,-,-
224,Bloodhounds of Broadway,"$43,671","$43,671",100%,-,-
225,Animal Behavior,"$41,526","$41,526",100%,-,-
226,New Year's Day,"$36,106","$36,106",100%,-,-
227,Checking Out,"$30,877","$30,877",100%,-,-
228,Teen Witch,"$27,843","$27,843",100%,-,-
229,Echoes of Paradise,"$23,717","$23,717",100%,-,-
230,Blood Red,"$15,510","$15,510",100%,-,-
231,The Time Guardian,"$12,682","$12,682",100%,-,-
232,Far from Home,"$11,859","$11,859",100%,-,-
233,High Stakes,"$4,780","$4,780",100%,-,-
234,Hit List,"$4,564","$4,564",100%,-,-
235,Catch Me If You Can,"$3,686","$3,686",100%,-,-
